id,Name,Latitude,Longitude,City,Address,Phone_number,n_barpub
hotel60,ALBERGO DOLOMITI,46.16029,11.235001,Lona-Lases,"VIA PROVINCIALE, 28 Fraz. LONA",+39 0461 697029,bar87
hotel61,ALBERGO SERRAIA,46.1348,11.2491,Baselga di Piné,"VIALE DELLA SERRAIA, 3 ",+39 0461 557027,bar28
hotel62,BIO HOTEL  BRUSAGO,46.1828,11.3255,Bedollo,"PIAZZA ROSMINI, 2 Fraz. BRUSAGO",+39 0461 556646,bar107
hotel63,GARNI' TURISMO,46.1175,11.2049,Fornace,"VIA DI SPIAZ, 19",+39 0461 849088,bar44
hotel64,OLIMPIC HOTEL,46.125,11.2512,Baselga di Piné,"VIA DEL CADRÒBOL, 24 Fraz. MIOLA",+39 0461 558422,bar109
hotel65,ALBERGO RISTORANTE ALLE PIRAMIDI (SEGONZANO),46.187355,11.2584,Segonzano,"FRAZIONE SCANCIO, 24",+39 0461 686106,bar98
hotel66,PENSIONE MARIA TURISMO RURALE,46.23814,11.325241,Sover,"VIA DEL LAGORAI, 30 Fraz. PISCINE",+39 0461 698251,bar103
hotel67,ALBERGO SAN GIORGIO,46.1005,11.235456,Baselga di Piné,"VIA BERNARDI, 2 Fraz. MONTAGNAGA",+39 0461 557756,bar93
hotel68,POSTA 1899 - RISTORANTE CA' DEI BOCI,46.09855,11.2357,Baselga di Piné,"VIA D. TARGA, 1 Fraz. MONTAGNAGA",+39 0461 558322,bar116
hotel69,HOTEL EDERA,46.1285,11.2374,Baselga di Piné,"TRESSILLA, 19 Fraz. TRESSILLA",+39 0461 557221,bar10
hotel70,GARNI' LAURA,46.1227,11.2597,Baselga di Piné,"VIA DEI PRAI, 37",+39 0461 553017,bar109
hotel71,ALBERGO VILLA PINE',46.131704,11.2425965,,"VIA SCUOLE, 9",,bar6
hotel72,ALBERGO LAGORAI,46.1272,11.2466,Baselga di Piné,"VIA DEI CADUTI, 21",+39 0461 557044,bar30
hotel73,ALBERGO MIRAMONTI ,46.1558,11.2879,Bedollo,"Via C.Cavour, 20",info@miramontipine.it,bar113
hotel74,ALBERGO RISTORANTE DOSS PULES,46.155827,11.155343,Giovo,LOCALITA' DOSS DEL PULES Fraz. VERLA,+39 0461 684046,bar25
hotel75,HOTEL KRONE,46.1343,11.2486,Baselga di Piné,"VIA CESARE BATTISTI, 109/111",+39 0461 553160,bar5
hotel76,Hotel Scoiattolo,46.1125,11.234166,Baselga di Piné,"VIA DEL BEDOLÈ, 12/14 Fraz. BEDOLE'",+39 0461 557739,bar93
hotel77,ALBERGO LAGO SANTO,46.1969,11.2055,Cembra,"LOCALITÀ LAGO SANTO, 1 Fraz. LAGO SANTO",+39 0461 683066,bar88
hotel78,GARNI' VILLA LORY,46.123,11.2522,Baselga di Piné,"VIA DEL CADROBOL, 32 Fraz. MIOLA",+39 0461 557211,bar109
hotel79,ALBERGO LAGO SANTA COLOMBA,46.12445,11.1798,Civezzano,"LOCALITA' SANTA COLOMBA, 80/81 ",+39 0461 850122,bar22
hotel80,HOTEL 2 PINI,46.123916,11.241694,Baselga di Piné,"VIA DEL 26 MAGGIO, 24 Fraz. VIGO DI BASELGA",+39 0461 557030,bar108
hotel81,ALBERGO PONCIACH,46.2075,11.2312,Faver,"VIA PONCIACH, 14 Fraz. PONCIACH",+39 0461 683166,bar16
hotel82,ALBERGO POSTA,46.088844,11.180852,Civezzano,"VIA ROMA, 28",+39 0461 858525,bar9
hotel83,ALBERGO RITORANTE DUE LAGHI,46.1508,11.273,Baselga di Piné,"LOCALITA' CAMPOLONGO, 116",+39 0461 554074 ,bar110
hotel84,HOTEL ALLE PIRAMIDI,46.187355,11.2584,Segonzano,"FRAZIONE SCANCIO, 24 Fraz. SCANCIO",+39 0461 686106,bar98
hotel85,HOTEL BELVEDERE WELLNESS & FAMILY,46.0959,11.2345,Baselga di Piné,"VIA D. TARGA, 45 Fraz. MONTAGNAGA",+39 0461 557750,bar99
hotel86,HOTEL MONTECROCE,46.1826,11.3259,Bedollo,"PIAZZA ROSMINI, 6 Fraz. BRUSAGO",+39 0461 556603,bar114
hotel87,HOTEL SALVANEL,46.2925,11.4598,Cavalese,"VIA CARLO ESTERLE, 3",+39(0462)232057,bar249
hotel88,ALLA ROSA,46.3108059,11.6013302,Predazzo,"VIA GARIBALDI, 30",+39(0462)501239,bar227
hotel89,STELLA,46.2901777,11.4605315,Cavalese,"PIAZZA 12 PARTIGIANI, 7",+39(0462)341363,bar175
hotel90,PARK HOTEL AZALEA,46.2899,11.4579,Cavalese,"VIA CESURE, 1",+39(0462)340109,bar206
hotel91,HOTEL LA ROCCIA,46.2888972,11.4685805,Cavalese,"VIA MARCO, 53",+39(0462)231133,bar181
hotel92,PANORAMA,46.2876,11.468,Cavalese,"VIA CAVAZAL, 3",+39(0462)341636,bar181
hotel93,MONTANARA,46.3164217,11.600369,Predazzo,"VIA INDIPENDENZA, 110",+39(0462)501116,bar254
hotel94,LATEMAR,46.2830673,11.4369615,Castello-Molina di Fiemme,"VIA LATEMAR, 16",+39(0462)340055,bar190
hotel95,HOTEL MARGHERITA,46.3122,11.6663,Predazzo,"Via Viezzena, 1",+39(0462)576140,bar200
hotel96,GARNI' MANUELA,46.2914452,11.462862,Cavalese,"VIA PIZZEGODA, 3/A",+39(0462)230381,bar205
hotel97,BELVEDERE,46.2854,11.5402,Panchià,"VIA NAZIONALE, 6",+39(0462)813088,bar188
hotel98,SPORT HOTEL SASS MAOR,46.3098,11.6067,Predazzo,"VIA MARCONI, 4",+39(0462)501538,bar178
hotel99,HOTEL SAN CELSO,46.3129,11.6663,Predazzo,"Via Pra de Mont, 27",+39(0462)576118,bar200
hotel100,ALBERGO EDY,46.3009,11.4486,Ville di Fiemme,"VIA COSTA DALL'OR, 8",+39(0462)340472,bar216
hotel101,ALPINO,46.3037483511803,11.456036567688,Varena,"VIA MERCATO, 8",+39(0462)340460,bar208
hotel102,LIZ,46.3071576990794,11.6002428531647,Predazzo,"VIA FIAMME GIALLE, 51",+39(0462)501264,bar177
hotel103,HOTEL LA BICOCCA,46.3063869085652,11.7337417602539,Predazzo,"Via Nazionale, 3",+39(0462)576136,bar200
hotel104,CAURIOL,46.2904,11.5676,Ziano di Fiemme,"VIA CAURIOL, 5",+39(0462)571147,bar182
hotel105,NEGRITELLA,46.2840577,11.5612795,Ziano di Fiemme,"VIA STAZIONE, 5",+39(0462)571148,bar191
hotel106,ORSO GRIGIO,46.2915771,11.4589324,Cavalese,"VIA GIOVANELLI, 5",+39(0462)341481,bar206
hotel107,HOTEL CANADA,46.3037,11.6676,Predazzo,"Via della Torba, 1",+39(0462)576245,bar200
hotel108,TILDE,46.2911146,11.5102901,Tesero,"VICOLO SCARIO, 3",+39(0462)814266,bar245
hotel109,HOTEL TORRETTA,46.3122,11.6663,Predazzo,"Via Prai de Mont, 43",+39(0462)576120,bar200
hotel110,CORONA,46.29,11.4386,Ville di Fiemme,"VIA COLTURA, 1/A",+39(0462)340246,bar221
hotel111,EXCELSIOR EL MOLIN,46.2916266,11.4595622,Cavalese,"PIAZZA C.BATTISTI, 11",+39(0462)340403,bar206
hotel112,LUCIA,46.3423,11.5451,Tesero,"VIA SOCCE, 9",+39(0462)813114,bar194
hotel113,ALLA ROCCA,46.304697060613,11.456937789917,Varena,"VIA ALPINI, 10",+39(0462)340321,bar208
hotel114,GARNI' BELVEDERE,46.3122283,11.6671593,Predazzo,Via Prai de Mont 14,+39(0462)576133,bar200
hotel115,MARIA,46.3162,11.5973,Predazzo,"CORSO DOLOMITI, 43",+39(0462)501203,bar253
hotel116,PARK HOTEL REGINA DELLE DOLOMITI,46.2818,11.5444,Panchià,"VIA NAZIONALE, 2",+39(0462)813109,bar184
hotel117,ALBERGO VERONZA,46.2901,11.4328,Ville di Fiemme,"VIA DEL NONEDOL, 1",+39(0462)342222,bar221
hotel118,GARNI' LAURINO,46.289883,11.4603011,Cavalese,"VIA ANTONIAZZI, 14",+39(0462)340151,bar175
hotel119,LA STUA,46.2932332,11.4591886,Cavalese,"VIA BALDIERONI, 2",+39(0462)340235,bar249
hotel120,GARNI' FONTE DEI VELI,46.2866,11.5384,Panchià,"VIA GIANTRETTEL, 25",+39 (0462)810002,bar188
hotel121,HOTEL STELLA ALPINA,46.3122283,11.6671593,Predazzo,Via Prai de Mont 9,+39(0462)576114,bar200
hotel122,ZANON,46.2904,11.5676,Ziano di Fiemme,"VIA CORONELLA, 19",+39(0462)571100,bar182
hotel123,HOTEL ERICA,46.3150132141128,11.5029001235962,Tesero,"LOCALITA' STAVA, 1",+39(0462)810186,bar218
hotel124,PONT'HOTEL,46.2838831,11.5603995,Ziano di Fiemme,"VIA STAZIONE, 3",+39(0462)571138,bar191
hotel125,HOTEL GARDEN,46.2893391,11.4526972,Cavalese,"VIA TRENTO, 23",+39(0462)340483,bar224
hotel126,ANCORA,46.2728,11.4158,Castello-Molina di Fiemme,"VIA MARCONI, 4",+39(0462)340044,bar213
hotel127,HOTEL BELLAMONTE,46.3122283,11.6671593,Predazzo,"VIA PRAI DE MONT, 52",+39(0462)576082,bar200
hotel128,HOTEL ANTICO,46.3122,11.6682,Predazzo,"Via Prai De Mont, 19",+39(0462)576122,bar200
hotel129,OLIMPIONICO HOTEL,46.2834064386361,11.4388704299927,Castello-Molina di Fiemme,"VIA DOLOMITI, 13",+39(0462)340744,bar190
hotel130,SERENETTA,46.3030664561206,11.4554786682129,Varena,"VIA MERCATO, 22",+39(0462)340342,bar192
hotel131,RIO STAVA FAMILY RESORT & SPA,46.2960997,11.5044179,Tesero,"VIA MULINI, 20",+39(0462)814446,bar203
hotel132,PARK HOTEL SACRO CUORE,46.2915096,11.4565928,Cavalese,"VIA VAL DI RONCO, 1",+39(0462)340161,bar206
hotel133,GOCCIA D'ORO,46.2887741,11.4516513,Cavalese,VIA RENALDO,+39(0462)342892,bar232
hotel134,HOTEL MARIA,46.2929,11.4438,Ville di Fiemme,"VIA GIOVANELLI, 4/A",+39(0462)341472,bar180
hotel135,EUROTEL DEL CERMIS,46.2378104,11.4769019,Cavalese,LOCALITA' ALPE CERMIS,+39(0462)340572,bar220
hotel136,ROSENGARTEN,46.2828403,11.4357896,Castello-Molina di Fiemme,"VIA ROMA, 46",+39(0462)235507,bar190
hotel137,HOTEL SOLE - BELLAMONTE,46.310638,11.6747376,Predazzo,"Via de l'Or, 8",+39(0462)576299,bar200
hotel138,BERG HOTEL MIRAMONTI,46.3162,11.5031,Tesero,"LOCALITÀ STAVA, 5",+39(0462)814177,bar218
hotel139,SAN VALIER,46.288467,11.462169,Cavalese,"VIA MARCONI, 7",+39(0462)341285,bar234
hotel140,ITALIA,46.2724910452049,11.4168119430542,Castello-Molina di Fiemme,"VIA SEGHERIE, 80",+39(0462)341335,bar213
hotel141,LOS ANDES,46.282358,11.4379361,Castello-Molina di Fiemme,"VIA DOLOMITI, 5",+39(0462)340098,bar190
hotel142,SCOIATTOLO,46.3418295,11.5401582,Tesero,"LOCALITA'PAMPEAGO, 1",+39(0462)813244,bar193
hotel143,AL CERVO,46.2892,11.5117,Tesero,"VICOLO PARE', 4",+39(0462)813139,bar223
hotel144,VINELLA,46.3169991468948,11.5974855422974,Predazzo,"VIA MAZZINI, 76",+39(0462)501151,bar254
hotel145,HOTEL SHANDRANI (DIP),46.3225119556636,11.5042304992676,Tesero,LOCALITA'STAVA,+39(0462)814737,bar218
hotel146,ANCORA,46.3111745278179,11.6029357910156,Predazzo,"VIA IX NOVEMBRE, 1",+39(0462)501651,bar226
hotel147,DOLOMITI,46.3481,11.4905,Varena,"VIA LAVAZE', 1",+39(0462)341103,bar218
hotel148,COSTABELLA,46.2960981,11.454679,Cavalese,"VIA COSTABELLA, 1",+39(0462)340589,bar201
hotel149,HOTEL BELLARIA,46.3114,11.5993,Predazzo,"CORSO A.DEGASPERI, 20",+39(0462)501648,bar186
hotel150,BELLA COSTA,46.2893391,11.4526972,Cavalese,"VIA TRENTO, 34/A",+39(0462)231154,bar224
hotel151,POLO,46.2904,11.5676,Ziano di Fiemme,"VIA NAZIONALE, 7/9",+39(0462)571131,bar182
hotel152,MONTANARA,46.2904,11.5676,Ziano di Fiemme,"VIA NAZIONALE, 116",+39(0462)571142,bar182
hotel153,HOTEL BELLAVISTA - HBV WINEBAR,46.2919029229954,11.4616584777832,Cavalese,"VIA PIZZEGODA, 5",+39(0462)340205,bar205
hotel154,BELVEDERE (DIP),46.2818,11.5444,Panchià,"VIA NAZIONALE, 1/L",+39(0462)813088,bar184
hotel155,HOTEL VILLA DI BOSCO,46.3126122140671,11.5039730072021,Tesero,"LOCALITA'STAVA, 2",+39(0462)813738,bar218
hotel156,HOTEL SHANDRANI,46.3207929673643,11.5024065971375,Tesero,"VIA PAMPEAGO, 36",+39(0462)814737,bar218
hotel157,HOTEL DOLOMITI,46.2588,11.3379,Capriana,"VIA DALLIO GIOVANBATTISTA, 22/24",+39(0462)816081,bar103
hotel158,ZALUNA,46.3144,11.6469,Predazzo,"LOCALITA' ZALUNA, 2",+39(0462)576126,bar200
hotel159,CASTELIR SUITE HOTEL GARNI',46.2852,11.5388,Panchià,"VIA NAZIONALE, 57",+39(0462)810001,bar188
hotel160,SPORT HOTEL LAVAZE',46.3481,11.4905,Varena,PASSO DI LAVAZE',+39(0462)340612,bar218
hotel161,PANORAMA,46.2818,11.5444,Panchià,"VIA TEMPLARI, 51",+39(0462)813137,bar184
hotel162,POZZOLE,46.3201867,11.499024,Tesero,"VIA POZZOLE, 8",+39(0462)813788,bar218
hotel163,SPORTING CLUB,46.28581,11.46419,Cavalese,LOCALITA' ALPE CERMIS,+39(0462)341650,bar247
hotel164,TOURING,46.3102,11.6022,Predazzo,"VIA TRENTO, 5",+39(0462)501212,bar229
hotel165,CIMON DOLOMITES HOTEL,46.304,11.601,Predazzo,"VIA DELLE FONTANELE, 1",+39(0462)501691,bar177
hotel166,HOTEL NELE,46.2904,11.5676,Ziano di Fiemme,"VIA RODA, 3",+39(0462)571146,bar182
hotel167,PINETA,46.282485,11.436734,Castello-Molina di Fiemme,"LOCALITA'  VAL CADINO, 2",+39(0462)341332,bar190
hotel168,HOTEL LAGORAI RESORT & SPA,46.2914,11.4716,Cavalese,"VIA VAL DI FONTANA, 2",+39(0462)340454,bar181
hotel169,GENZIANELLA,46.2869575,11.5649995,Ziano di Fiemme,"VIA SENTIERO DEGLI ALPINI, 2",+39(0462)571108,bar182
hotel170,MASO GANZAIE,46.3092,11.4356,Ville di Fiemme,LOCALITA'GANZAIE,+39(0462)341811,bar216
hotel171,VILLA MONICA - DIPENDENZA,46.2720429,11.4176535,Castello-Molina di Fiemme,"VIA GIARDINI, 1",+39(0462)341335,bar213
hotel172,DOLOMITI,46.2924,11.4619,Cavalese,"VIA MONTEBELLO, 18",+39(0462)340315,bar249
hotel173,SPORT HOTEL PAMPEAGO,46.3418295,11.5401582,Tesero,"LOCALITA'PAMPEAGO, 8",+39(0462)813500,bar193
hotel174,ALBERGO BUCANEVE,46.3481,11.4905,Varena,"PASSO DI LAVAZE', 19",+39(0462)340506,bar218
hotel175,GRÜNWALD,46.2881,11.4602,Cavalese,"VIA BRESADOLA, 2",+39(0462)340369,bar234
hotel176,PARK HOTEL VILLA TRUNKA LUNKA,46.2901777,11.4605315,Cavalese,"VIA A.DEGASPERI, 4",+39(0462)340233,bar175
hotel177,HOTEL VILLA JOLANDA,46.2904,11.5676,Ziano di Fiemme,"VIA NAZIONALE, 10",+39(0462)571121,bar182
hotel178,TORRETTA (DIP),46.3122,11.6663,Predazzo,FRAZIONE DI BELLAMONTE,+39(0462)576120,bar200
hotel179,ALBERGO BELLARIA,46.2922735947519,11.4436340332031,Ville di Fiemme,"VIA GIOVANELLI, 5",+39(0462)341051,bar180
hotel180,RIO BIANCO,46.2818,11.5444,Panchià,"VIA NAZIONALE, 42",+39 0462 810060,bar184
hotel181,BELVEDERE,46.1133,11.3282,Fierozzo,"VIA RONCA, 2",+39(0461)551131,bar21
hotel182,HOTEL SAT LAGORAI,46.1486585315651,11.5146160125732,Scurelle,LOCALITA' CENONE,+39 (333) 6528048,bar152
hotel183,TERMINUS,46.0160536397623,11.2996101379395,Levico Terme,"VIA SALINA, 27",+39(0461)706453,bar133
hotel184,DA CIOLDA,46.0323682940693,11.2303447723389,Pergine Valusgana,"VALCANOVER, 95",+39(0461)548007,bar76
hotel185,NAZIONALE,46.0669185957362,11.523585319519,Castel Ivano,"VIA XXIV MAGGIO, 4",+39(348)2653245,bar152
hotel186,ALPINO,46.1085,11.3023,Sant'Orsola Terme,"LOCALITA'PINTAREI, 53",+39(0461)551119,bar71
hotel187,VILLA WAIZ,46.0507928471089,11.4096450805664,Roncegno Terme,PIAZZA ACHILLE DE GIOVANNI,(0039) 0461 764184 ,bar236
hotel188,AL BRENTA,46.0059048374363,11.2918639183044,Levico Terme,"VIA BRENTA, 33",+39(0461)706131,bar80
hotel189,PAOLI HOTEL - ANTICA TRATTORIA ALLA VEDOVA,45.9894,11.2984,Caldonazzo,"LOCALITA'LOCHERE, 6",+39(0461)700017,bar80
hotel190,BELLAVISTA RELAX HOTEL,46.0157,11.2954,Levico Terme,"VIALE VITTORIO EMANUELE III, 7",+39(0461)706136,bar133
hotel191,HOTEL CRISTO D'ORO,46.0799,11.5225,Samone,"VIA MONTE CIMA, 10",+39(0461)762243,bar152
hotel192,COMPET,46.0394588250821,11.2998676300049,Vignola-Falesina,"COMPET, 26",+39(0461)706466,bar70
hotel193,PIROGA,46.005,11.2472,Calceranica Al Lago,"VIA PENISOLA VERDE, 1",+39(0461)723150,bar165
hotel194,EDEN LIBARDI,46.0148764145663,11.2962734699249,Levico Terme,"VIA V.EMANUELE, 18",+39(0461)706103,bar133
hotel195,VILLA ROSA,46.0515970126139,11.4096772670746,Roncegno Terme,"VIA SAN GIUSEPPE, 19",+39(0461)764489,bar236
hotel196,DA REMO,45.9975727842012,11.6663217544556,Grigno,"VIA MASETTO VECCHIO, 59",+39(0461)769190,bar42
hotel197,LA ROTONDA,46.0596,11.2372,Pergine Valusgana,"VIALE VENEZIA, 37",+39(0461)531128,bar49
hotel198,ROMANDA,46.0112551723709,11.30042552948,Levico Terme,"VIA GARIBALDI, 5",+39(0461)707122,bar72
hotel199,SCARANO',46.0161132454348,11.3154244422913,Levico Terme,"S.P. PER VETRIOLO, 106",+39(0461)706810,bar78
hotel200,IDEAL,46.0090495259599,11.3124847412109,Levico Terme,"VIALE D.GIANNETTINI, 5",+39(0461)706701,bar52
hotel201,GULLIVER,46.0281,11.2294,Pergine Valusgana,"FRAZ.IONE SAN CRISTOFORO - VIALE EUROPA, 1",+39(0461)531009,bar76
hotel202,CONCA D'ORO (DIP),46.0172233893427,11.6357553005219,Grigno,"VIA VITTORIO EMANUELE, 5",+39(0461)765126,bar141
hotel203,LA RUSCOLETTA,46.1120843144361,11.4948534965515,Telve,LOCALITA'MUSIERA DI SOTTO,+39(0461)766474,bar51
hotel204,CONCORDIA,46.0327,11.2474,Pergine Valusgana,"VIA DON G. ANGELI, 31",+39 (0461) 538325,bar144
hotel205,KAPRIOL,46.0799884606992,11.6398966312408,Castello Tesino,FRAZ. FRADEA,+39(0461)594126,bar66
hotel206,MIRAVALLE,46.0084384867338,11.314480304718,Levico Terme,"VIALE VENEZIA, 78",+39(0461)700080,bar52
hotel207,MEZZOLAGO,46.0253066511327,11.2285959720612,Pergine Valusgana,"FRAZIONE VALCANOVER, 85",+39(0039)530158,bar76
hotel208,PEDROTTI,46.0127603265231,11.2977004051208,Levico Terme,"VIA GARIBALDI, 103",+39(0461)706147,bar133
hotel209,CLAUDIA,46.0143772039101,11.3016164302826,Levico Terme,"VIA G.DE VETTORAZZI, 1",+39(0461)706596,bar70
hotel210,CONCA D'ORO,46.0172159387867,11.6356801986694,Grigno,"PIAZZA DANTE, 1",+39(0461)765126,bar141
hotel211,PARK HOTEL VILLA ANGIOLINA,46.0455208054936,11.409387588501,Roncegno Terme,"VIALE ROMA, 5",+39(0461)771071,bar236
hotel212,LA PACE (DIP),46.0153,11.2967,Levico Terme,"VIALE ROMA, 3",+39(0461)706117,bar133
hotel213,HOTEL LEVICO,46.0169,11.2942,Levico Terme,"VIA V.EMANUELE, 54",+39(0461)706335,bar133
hotel214,PARK HOTEL DU LAC,46.0151,11.286,Levico Terme,"LOCALITA' AL LAGO, 3",+39(0461)706590,bar133
hotel215,HOTEL ROMA,46.0427654423075,11.3145446777344,Levico Terme,VETRIOLO TERME,+39(0461)707910,bar78
hotel216,CONCORDIA,46.0155,11.2956,Levico Terme,"VIA V.EMANUELE, 1",+39(0461)706230,bar133
